"subjects" "activity_code" "activity_name"
"99" 1 1 "WALKING"
"100" 1 1 "WALKING"
"101" 1 1 "WALKING"
"102" 1 1 "WALKING"
"103" 1 1 "WALKING"
"104" 1 1 "WALKING"
"105" 1 1 "WALKING"
"106" 1 1 "WALKING"
"107" 1 1 "WALKING"
"108" 1 1 "WALKING"
"109" 1 1 "WALKING"
"110" 1 1 "WALKING"
"111" 1 1 "WALKING"
"112" 1 1 "WALKING"
"113" 1 1 "WALKING"
"114" 1 1 "WALKING"
"115" 1 1 "WALKING"
"116" 1 1 "WALKING"
"117" 1 1 "WALKING"
"118" 1 1 "WALKING"
"119" 1 1 "WALKING"
"120" 1 1 "WALKING"
"121" 1 1 "WALKING"
"122" 1 1 "WALKING"
"123" 1 1 "WALKING"
"124" 1 1 "WALKING"
"125" 1 1 "WALKING"
"126" 1 3 "WALKING_DOWNSTAIRS"
"127" 1 3 "WALKING_DOWNSTAIRS"
"128" 1 3 "WALKING_DOWNSTAIRS"
"129" 1 3 "WALKING_DOWNSTAIRS"
"130" 1 3 "WALKING_DOWNSTAIRS"
"131" 1 3 "WALKING_DOWNSTAIRS"
"132" 1 3 "WALKING_DOWNSTAIRS"
"133" 1 3 "WALKING_DOWNSTAIRS"
"134" 1 3 "WALKING_DOWNSTAIRS"
"135" 1 3 "WALKING_DOWNSTAIRS"
"136" 1 3 "WALKING_DOWNSTAIRS"
"137" 1 3 "WALKING_DOWNSTAIRS"
"138" 1 3 "WALKING_DOWNSTAIRS"
"139" 1 3 "WALKING_DOWNSTAIRS"
"140" 1 3 "WALKING_DOWNSTAIRS"
"141" 1 3 "WALKING_DOWNSTAIRS"
"142" 1 3 "WALKING_DOWNSTAIRS"
"143" 1 3 "WALKING_DOWNSTAIRS"
"144" 1 3 "WALKING_DOWNSTAIRS"
"145" 1 3 "WALKING_DOWNSTAIRS"
"146" 1 3 "WALKING_DOWNSTAIRS"
"147" 1 3 "WALKING_DOWNSTAIRS"
"148" 1 3 "WALKING_DOWNSTAIRS"
"149" 1 3 "WALKING_DOWNSTAIRS"
"150" 1 3 "WALKING_DOWNSTAIRS"
"151" 1 2 "WALKING_UPSTAIRS"
"152" 1 2 "WALKING_UPSTAIRS"
"153" 1 2 "WALKING_UPSTAIRS"
"154" 1 2 "WALKING_UPSTAIRS"
"155" 1 2 "WALKING_UPSTAIRS"
"156" 1 2 "WALKING_UPSTAIRS"
"157" 1 2 "WALKING_UPSTAIRS"
"158" 1 2 "WALKING_UPSTAIRS"
"159" 1 2 "WALKING_UPSTAIRS"
"160" 1 2 "WALKING_UPSTAIRS"
"161" 1 2 "WALKING_UPSTAIRS"
"162" 1 2 "WALKING_UPSTAIRS"
"163" 1 2 "WALKING_UPSTAIRS"
"164" 1 2 "WALKING_UPSTAIRS"
"165" 1 2 "WALKING_UPSTAIRS"
"166" 1 2 "WALKING_UPSTAIRS"
"167" 1 2 "WALKING_UPSTAIRS"
"168" 1 2 "WALKING_UPSTAIRS"
"169" 1 2 "WALKING_UPSTAIRS"
"170" 1 2 "WALKING_UPSTAIRS"
"171" 1 2 "WALKING_UPSTAIRS"
"172" 1 2 "WALKING_UPSTAIRS"
"173" 1 2 "WALKING_UPSTAIRS"
"174" 1 2 "WALKING_UPSTAIRS"
"175" 1 2 "WALKING_UPSTAIRS"
"176" 1 2 "WALKING_UPSTAIRS"
"177" 1 5 "STANDING"
"178" 1 5 "STANDING"
"179" 1 5 "STANDING"
"180" 1 5 "STANDING"
"181" 1 5 "STANDING"
"182" 1 5 "STANDING"
"183" 1 5 "STANDING"
"184" 1 5 "STANDING"
"185" 1 5 "STANDING"
"186" 1 5 "STANDING"
"187" 1 5 "STANDING"
"188" 1 5 "STANDING"
"189" 1 5 "STANDING"
"190" 1 5 "STANDING"
"191" 1 5 "STANDING"
"192" 1 5 "STANDING"
"193" 1 5 "STANDING"
"194" 1 5 "STANDING"
"195" 1 5 "STANDING"
"196" 1 5 "STANDING"
"197" 1 5 "STANDING"
"198" 1 5 "STANDING"
"199" 1 5 "STANDING"
"200" 1 5 "STANDING"
"201" 1 5 "STANDING"
"202" 1 5 "STANDING"
"203" 1 4 "SITTING"
"204" 1 4 "SITTING"
"205" 1 4 "SITTING"
"206" 1 4 "SITTING"
"207" 1 4 "SITTING"
"208" 1 4 "SITTING"
"209" 1 4 "SITTING"
"210" 1 4 "SITTING"
"211" 1 4 "SITTING"
"212" 1 4 "SITTING"
"213" 1 4 "SITTING"
"214" 1 6 "LAYING"
"215" 1 6 "LAYING"
"216" 1 6 "LAYING"
"217" 1 6 "LAYING"
"218" 1 6 "LAYING"
"219" 1 6 "LAYING"
"220" 1 6 "LAYING"
"221" 1 6 "LAYING"
"222" 1 6 "LAYING"
"223" 1 6 "LAYING"
"224" 1 6 "LAYING"
"225" 1 6 "LAYING"
"226" 1 4 "SITTING"
"227" 1 4 "SITTING"
"228" 1 4 "SITTING"
"229" 1 4 "SITTING"
"230" 1 4 "SITTING"
"231" 1 4 "SITTING"
"232" 1 4 "SITTING"
"233" 1 4 "SITTING"
"234" 1 4 "SITTING"
"235" 1 4 "SITTING"
"236" 1 4 "SITTING"
"237" 1 4 "SITTING"
"238" 1 6 "LAYING"
"239" 1 6 "LAYING"
"240" 1 6 "LAYING"
"241" 1 6 "LAYING"
"242" 1 6 "LAYING"
"243" 1 6 "LAYING"
"244" 1 6 "LAYING"
"245" 1 6 "LAYING"
"246" 1 6 "LAYING"
"247" 1 6 "LAYING"
"248" 1 6 "LAYING"
"249" 1 1 "WALKING"
"250" 1 1 "WALKING"
"251" 1 1 "WALKING"
"252" 1 1 "WALKING"
"253" 1 1 "WALKING"
"254" 1 1 "WALKING"
"255" 1 1 "WALKING"
"256" 1 1 "WALKING"
"257" 1 1 "WALKING"
"258" 1 1 "WALKING"
"259" 1 1 "WALKING"
"260" 1 1 "WALKING"
"261" 1 1 "WALKING"
"262" 1 1 "WALKING"
"263" 1 1 "WALKING"
"264" 1 1 "WALKING"
"265" 1 1 "WALKING"
"266" 1 1 "WALKING"
"267" 1 1 "WALKING"
"268" 1 1 "WALKING"
"269" 1 1 "WALKING"
"270" 1 1 "WALKING"
"271" 1 1 "WALKING"
"272" 1 1 "WALKING"
"273" 1 1 "WALKING"
"274" 1 1 "WALKING"
"275" 1 1 "WALKING"
"276" 1 1 "WALKING"
"277" 1 1 "WALKING"
"278" 1 1 "WALKING"
"279" 1 1 "WALKING"
"280" 1 1 "WALKING"
"281" 1 1 "WALKING"
"282" 1 1 "WALKING"
"283" 1 1 "WALKING"
"284" 1 1 "WALKING"
"285" 1 1 "WALKING"
"286" 1 1 "WALKING"
"287" 1 1 "WALKING"
"288" 1 1 "WALKING"
"289" 1 1 "WALKING"
"290" 1 1 "WALKING"
"291" 1 1 "WALKING"
"292" 1 1 "WALKING"
"293" 1 1 "WALKING"
"294" 1 1 "WALKING"
"295" 1 1 "WALKING"
"296" 1 1 "WALKING"
"297" 1 3 "WALKING_DOWNSTAIRS"
"298" 1 3 "WALKING_DOWNSTAIRS"
"299" 1 3 "WALKING_DOWNSTAIRS"
"300" 1 3 "WALKING_DOWNSTAIRS"
"301" 1 3 "WALKING_DOWNSTAIRS"
"302" 1 3 "WALKING_DOWNSTAIRS"
"303" 1 3 "WALKING_DOWNSTAIRS"
"304" 1 2 "WALKING_UPSTAIRS"
"305" 1 2 "WALKING_UPSTAIRS"
"306" 1 2 "WALKING_UPSTAIRS"
"307" 1 2 "WALKING_UPSTAIRS"
"308" 1 2 "WALKING_UPSTAIRS"
"309" 1 2 "WALKING_UPSTAIRS"
"310" 1 2 "WALKING_UPSTAIRS"
"311" 1 2 "WALKING_UPSTAIRS"
"312" 1 2 "WALKING_UPSTAIRS"
"313" 1 2 "WALKING_UPSTAIRS"
"314" 1 2 "WALKING_UPSTAIRS"
"315" 1 2 "WALKING_UPSTAIRS"
"316" 1 2 "WALKING_UPSTAIRS"
"317" 1 2 "WALKING_UPSTAIRS"
"318" 1 2 "WALKING_UPSTAIRS"
"319" 1 2 "WALKING_UPSTAIRS"
"320" 1 2 "WALKING_UPSTAIRS"
"321" 1 2 "WALKING_UPSTAIRS"
"322" 1 2 "WALKING_UPSTAIRS"
"323" 1 2 "WALKING_UPSTAIRS"
"324" 1 2 "WALKING_UPSTAIRS"
"325" 1 2 "WALKING_UPSTAIRS"
"326" 1 2 "WALKING_UPSTAIRS"
"327" 1 2 "WALKING_UPSTAIRS"
"328" 1 2 "WALKING_UPSTAIRS"
"329" 1 2 "WALKING_UPSTAIRS"
"330" 1 2 "WALKING_UPSTAIRS"
"331" 1 3 "WALKING_DOWNSTAIRS"
"332" 1 3 "WALKING_DOWNSTAIRS"
"333" 1 3 "WALKING_DOWNSTAIRS"
"334" 1 3 "WALKING_DOWNSTAIRS"
"335" 1 3 "WALKING_DOWNSTAIRS"
"336" 1 3 "WALKING_DOWNSTAIRS"
"337" 1 3 "WALKING_DOWNSTAIRS"
"338" 1 3 "WALKING_DOWNSTAIRS"
"339" 1 3 "WALKING_DOWNSTAIRS"
"340" 1 3 "WALKING_DOWNSTAIRS"
"341" 1 3 "WALKING_DOWNSTAIRS"
"342" 1 3 "WALKING_DOWNSTAIRS"
"343" 1 3 "WALKING_DOWNSTAIRS"
"344" 1 3 "WALKING_DOWNSTAIRS"
"345" 1 3 "WALKING_DOWNSTAIRS"
"346" 1 3 "WALKING_DOWNSTAIRS"
"347" 1 3 "WALKING_DOWNSTAIRS"
"348" 3 5 "STANDING"
"349" 3 5 "STANDING"
"350" 3 5 "STANDING"
"351" 3 5 "STANDING"
"352" 3 5 "STANDING"
"353" 3 5 "STANDING"
"354" 3 5 "STANDING"
"355" 3 5 "STANDING"
"356" 3 5 "STANDING"
"357" 3 5 "STANDING"
"358" 3 5 "STANDING"
"359" 3 5 "STANDING"
"360" 3 5 "STANDING"
"361" 3 5 "STANDING"
"362" 3 5 "STANDING"
"363" 3 5 "STANDING"
"364" 3 5 "STANDING"
"365" 3 5 "STANDING"
"366" 3 5 "STANDING"
"367" 3 5 "STANDING"
"368" 3 5 "STANDING"
"369" 3 5 "STANDING"
"370" 3 5 "STANDING"
"371" 3 5 "STANDING"
"372" 3 5 "STANDING"
"373" 3 5 "STANDING"
"374" 3 5 "STANDING"
"375" 3 5 "STANDING"
"376" 3 5 "STANDING"
"377" 3 5 "STANDING"
"378" 3 5 "STANDING"
"379" 3 4 "SITTING"
"380" 3 4 "SITTING"
"381" 3 4 "SITTING"
"382" 3 4 "SITTING"
"383" 3 4 "SITTING"
"384" 3 4 "SITTING"
"385" 3 4 "SITTING"
"386" 3 4 "SITTING"
"387" 3 4 "SITTING"
"388" 3 4 "SITTING"
"389" 3 4 "SITTING"
"390" 3 4 "SITTING"
"391" 3 4 "SITTING"
"392" 3 4 "SITTING"
"393" 3 4 "SITTING"
"394" 3 4 "SITTING"
"395" 3 4 "SITTING"
"396" 3 4 "SITTING"
"397" 3 4 "SITTING"
"398" 3 4 "SITTING"
"399" 3 4 "SITTING"
"400" 3 4 "SITTING"
"401" 3 4 "SITTING"
"402" 3 4 "SITTING"
"403" 3 4 "SITTING"
"404" 3 4 "SITTING"
"405" 3 6 "LAYING"
"406" 3 6 "LAYING"
"407" 3 6 "LAYING"
"408" 3 6 "LAYING"
"409" 3 6 "LAYING"
"410" 3 6 "LAYING"
"411" 3 6 "LAYING"
"412" 3 6 "LAYING"
"413" 3 6 "LAYING"
"414" 3 6 "LAYING"
"415" 3 6 "LAYING"
"416" 3 6 "LAYING"
"417" 3 6 "LAYING"
"418" 3 6 "LAYING"
"419" 3 6 "LAYING"
"420" 3 6 "LAYING"
"421" 3 6 "LAYING"
"422" 3 6 "LAYING"
"423" 3 6 "LAYING"
"424" 3 6 "LAYING"
"425" 3 6 "LAYING"
"426" 3 6 "LAYING"
"427" 3 6 "LAYING"
"428" 3 6 "LAYING"
"429" 3 6 "LAYING"
"430" 3 6 "LAYING"
"431" 3 6 "LAYING"
"432" 3 6 "LAYING"
"433" 3 6 "LAYING"
"434" 3 6 "LAYING"
"435" 3 1 "WALKING"
"436" 3 1 "WALKING"
"437" 3 1 "WALKING"
"438" 3 1 "WALKING"
"439" 3 1 "WALKING"
"440" 3 1 "WALKING"
"441" 3 1 "WALKING"
"442" 3 1 "WALKING"
"443" 3 1 "WALKING"
"444" 3 1 "WALKING"
"445" 3 1 "WALKING"
"446" 3 1 "WALKING"
"447" 3 1 "WALKING"
"448" 3 1 "WALKING"
"449" 3 1 "WALKING"
"450" 3 1 "WALKING"
"451" 3 1 "WALKING"
"452" 3 1 "WALKING"
"453" 3 1 "WALKING"
"454" 3 1 "WALKING"
"455" 3 1 "WALKING"
"456" 3 1 "WALKING"
"457" 3 1 "WALKING"
"458" 3 1 "WALKING"
"459" 3 1 "WALKING"
"460" 3 1 "WALKING"
"461" 3 1 "WALKING"
"462" 3 1 "WALKING"
"463" 3 1 "WALKING"
"464" 3 1 "WALKING"
"465" 3 1 "WALKING"
"466" 3 3 "WALKING_DOWNSTAIRS"
"467" 3 3 "WALKING_DOWNSTAIRS"
"468" 3 3 "WALKING_DOWNSTAIRS"
"469" 3 3 "WALKING_DOWNSTAIRS"
"470" 3 3 "WALKING_DOWNSTAIRS"
"471" 3 3 "WALKING_DOWNSTAIRS"
"472" 3 3 "WALKING_DOWNSTAIRS"
"473" 3 3 "WALKING_DOWNSTAIRS"
"474" 3 3 "WALKING_DOWNSTAIRS"
"475" 3 3 "WALKING_DOWNSTAIRS"
"476" 3 3 "WALKING_DOWNSTAIRS"
"477" 3 3 "WALKING_DOWNSTAIRS"
"478" 3 3 "WALKING_DOWNSTAIRS"
"479" 3 3 "WALKING_DOWNSTAIRS"
"480" 3 3 "WALKING_DOWNSTAIRS"
"481" 3 3 "WALKING_DOWNSTAIRS"
"482" 3 3 "WALKING_DOWNSTAIRS"
"483" 3 3 "WALKING_DOWNSTAIRS"
"484" 3 3 "WALKING_DOWNSTAIRS"
"485" 3 3 "WALKING_DOWNSTAIRS"
"486" 3 3 "WALKING_DOWNSTAIRS"
"487" 3 3 "WALKING_DOWNSTAIRS"
"488" 3 3 "WALKING_DOWNSTAIRS"
"489" 3 2 "WALKING_UPSTAIRS"
"490" 3 2 "WALKING_UPSTAIRS"
"491" 3 2 "WALKING_UPSTAIRS"
"492" 3 2 "WALKING_UPSTAIRS"
"493" 3 2 "WALKING_UPSTAIRS"
"494" 3 2 "WALKING_UPSTAIRS"
"495" 3 2 "WALKING_UPSTAIRS"
"496" 3 2 "WALKING_UPSTAIRS"
"497" 3 2 "WALKING_UPSTAIRS"
"498" 3 2 "WALKING_UPSTAIRS"
"499" 3 2 "WALKING_UPSTAIRS"
"500" 3 2 "WALKING_UPSTAIRS"
"501" 3 2 "WALKING_UPSTAIRS"
"502" 3 2 "WALKING_UPSTAIRS"
"503" 3 2 "WALKING_UPSTAIRS"
"504" 3 2 "WALKING_UPSTAIRS"
"505" 3 2 "WALKING_UPSTAIRS"
"506" 3 2 "WALKING_UPSTAIRS"
"507" 3 2 "WALKING_UPSTAIRS"
"508" 3 2 "WALKING_UPSTAIRS"
"509" 3 2 "WALKING_UPSTAIRS"
"510" 3 2 "WALKING_UPSTAIRS"
"511" 3 2 "WALKING_UPSTAIRS"
"512" 3 2 "WALKING_UPSTAIRS"
"513" 3 2 "WALKING_UPSTAIRS"
"514" 3 2 "WALKING_UPSTAIRS"
"515" 3 2 "WALKING_UPSTAIRS"
"516" 3 2 "WALKING_UPSTAIRS"
"517" 3 2 "WALKING_UPSTAIRS"
"518" 3 2 "WALKING_UPSTAIRS"
"519" 3 2 "WALKING_UPSTAIRS"
"520" 3 2 "WALKING_UPSTAIRS"
"521" 3 2 "WALKING_UPSTAIRS"
"522" 3 2 "WALKING_UPSTAIRS"
"523" 3 5 "STANDING"
"524" 3 5 "STANDING"
"525" 3 5 "STANDING"
"526" 3 5 "STANDING"
"527" 3 5 "STANDING"
"528" 3 5 "STANDING"
"529" 3 5 "STANDING"
"530" 3 5 "STANDING"
"531" 3 5 "STANDING"
"532" 3 5 "STANDING"
"533" 3 5 "STANDING"
"534" 3 5 "STANDING"
"535" 3 5 "STANDING"
"536" 3 5 "STANDING"
"537" 3 5 "STANDING"
"538" 3 5 "STANDING"
"539" 3 5 "STANDING"
"540" 3 5 "STANDING"
"541" 3 5 "STANDING"
"542" 3 5 "STANDING"
"543" 3 5 "STANDING"
"544" 3 5 "STANDING"
"545" 3 5 "STANDING"
"546" 3 5 "STANDING"
"547" 3 5 "STANDING"
"548" 3 5 "STANDING"
"549" 3 5 "STANDING"
"550" 3 5 "STANDING"
"551" 3 5 "STANDING"
"552" 3 5 "STANDING"
"553" 3 4 "SITTING"
"554" 3 4 "SITTING"
"555" 3 4 "SITTING"
"556" 3 4 "SITTING"
"557" 3 4 "SITTING"
"558" 3 4 "SITTING"
"559" 3 4 "SITTING"
"560" 3 4 "SITTING"
"561" 3 4 "SITTING"
"562" 3 4 "SITTING"
"563" 3 4 "SITTING"
"564" 3 4 "SITTING"
"565" 3 4 "SITTING"
"566" 3 4 "SITTING"
"567" 3 4 "SITTING"
"568" 3 4 "SITTING"
"569" 3 4 "SITTING"
"570" 3 4 "SITTING"
"571" 3 4 "SITTING"
"572" 3 4 "SITTING"
"573" 3 4 "SITTING"
"574" 3 4 "SITTING"
"575" 3 4 "SITTING"
"576" 3 4 "SITTING"
"577" 3 4 "SITTING"
"578" 3 4 "SITTING"
"579" 3 6 "LAYING"
"580" 3 6 "LAYING"
"581" 3 6 "LAYING"
"582" 3 6 "LAYING"
"583" 3 6 "LAYING"
"584" 3 6 "LAYING"
"585" 3 6 "LAYING"
"586" 3 6 "LAYING"
"587" 3 6 "LAYING"
"588" 3 6 "LAYING"
"589" 3 6 "LAYING"
"590" 3 6 "LAYING"
"591" 3 6 "LAYING"
"592" 3 6 "LAYING"
"593" 3 6 "LAYING"
"594" 3 6 "LAYING"
"595" 3 6 "LAYING"
"596" 3 6 "LAYING"
"597" 3 6 "LAYING"
"598" 3 6 "LAYING"
"599" 3 6 "LAYING"
"600" 3 6 "LAYING"
"601" 3 6 "LAYING"
"602" 3 6 "LAYING"
"603" 3 6 "LAYING"
"604" 3 6 "LAYING"
"605" 3 6 "LAYING"
"606" 3 6 "LAYING"
"607" 3 6 "LAYING"
"608" 3 6 "LAYING"
"609" 3 6 "LAYING"
"610" 3 6 "LAYING"
"611" 3 1 "WALKING"
"612" 3 1 "WALKING"
"613" 3 1 "WALKING"
"614" 3 1 "WALKING"
"615" 3 1 "WALKING"
"616" 3 1 "WALKING"
"617" 3 1 "WALKING"
"618" 3 1 "WALKING"
"619" 3 1 "WALKING"
"620" 3 1 "WALKING"
"621" 3 1 "WALKING"
"622" 3 1 "WALKING"
"623" 3 1 "WALKING"
"624" 3 1 "WALKING"
"625" 3 1 "WALKING"
"626" 3 1 "WALKING"
"627" 3 1 "WALKING"
"628" 3 1 "WALKING"
"629" 3 1 "WALKING"
"630" 3 1 "WALKING"
"631" 3 1 "WALKING"
"632" 3 1 "WALKING"
"633" 3 1 "WALKING"
"634" 3 1 "WALKING"
"635" 3 1 "WALKING"
"636" 3 1 "WALKING"
"637" 3 1 "WALKING"
"638" 3 3 "WALKING_DOWNSTAIRS"
"639" 3 3 "WALKING_DOWNSTAIRS"
"640" 3 3 "WALKING_DOWNSTAIRS"
"641" 3 3 "WALKING_DOWNSTAIRS"
"642" 3 3 "WALKING_DOWNSTAIRS"
"643" 3 3 "WALKING_DOWNSTAIRS"
"644" 3 3 "WALKING_DOWNSTAIRS"
"645" 3 3 "WALKING_DOWNSTAIRS"
"646" 3 3 "WALKING_DOWNSTAIRS"
"647" 3 3 "WALKING_DOWNSTAIRS"
"648" 3 3 "WALKING_DOWNSTAIRS"
"649" 3 3 "WALKING_DOWNSTAIRS"
"650" 3 3 "WALKING_DOWNSTAIRS"
"651" 3 3 "WALKING_DOWNSTAIRS"
"652" 3 3 "WALKING_DOWNSTAIRS"
"653" 3 3 "WALKING_DOWNSTAIRS"
"654" 3 3 "WALKING_DOWNSTAIRS"
"655" 3 3 "WALKING_DOWNSTAIRS"
"656" 3 3 "WALKING_DOWNSTAIRS"
"657" 3 3 "WALKING_DOWNSTAIRS"
"658" 3 3 "WALKING_DOWNSTAIRS"
"659" 3 3 "WALKING_DOWNSTAIRS"
"660" 3 3 "WALKING_DOWNSTAIRS"
"661" 3 3 "WALKING_DOWNSTAIRS"
"662" 3 3 "WALKING_DOWNSTAIRS"
"663" 3 3 "WALKING_DOWNSTAIRS"
"664" 3 2 "WALKING_UPSTAIRS"
"665" 3 2 "WALKING_UPSTAIRS"
"666" 3 2 "WALKING_UPSTAIRS"
"667" 3 2 "WALKING_UPSTAIRS"
"668" 3 2 "WALKING_UPSTAIRS"
"669" 3 2 "WALKING_UPSTAIRS"
"670" 3 2 "WALKING_UPSTAIRS"
"671" 3 2 "WALKING_UPSTAIRS"
"672" 3 2 "WALKING_UPSTAIRS"
"673" 3 2 "WALKING_UPSTAIRS"
"674" 3 2 "WALKING_UPSTAIRS"
"675" 3 2 "WALKING_UPSTAIRS"
"676" 3 2 "WALKING_UPSTAIRS"
"677" 3 2 "WALKING_UPSTAIRS"
"678" 3 2 "WALKING_UPSTAIRS"
"679" 3 2 "WALKING_UPSTAIRS"
"680" 3 2 "WALKING_UPSTAIRS"
"681" 3 2 "WALKING_UPSTAIRS"
"682" 3 2 "WALKING_UPSTAIRS"
"683" 3 2 "WALKING_UPSTAIRS"
"684" 3 2 "WALKING_UPSTAIRS"
"685" 3 2 "WALKING_UPSTAIRS"
"686" 3 2 "WALKING_UPSTAIRS"
"687" 3 2 "WALKING_UPSTAIRS"
"688" 3 2 "WALKING_UPSTAIRS"
"689" 5 5 "STANDING"
"690" 5 5 "STANDING"
"691" 5 5 "STANDING"
"692" 5 5 "STANDING"
"693" 5 5 "STANDING"
"694" 5 5 "STANDING"
"695" 5 5 "STANDING"
"696" 5 5 "STANDING"
"697" 5 5 "STANDING"
"698" 5 5 "STANDING"
"699" 5 5 "STANDING"
"700" 5 5 "STANDING"
"701" 5 5 "STANDING"
"702" 5 5 "STANDING"
"703" 5 5 "STANDING"
"704" 5 5 "STANDING"
"705" 5 5 "STANDING"
"706" 5 5 "STANDING"
"707" 5 5 "STANDING"
"708" 5 5 "STANDING"
"709" 5 5 "STANDING"
"710" 5 5 "STANDING"
"711" 5 5 "STANDING"
"712" 5 5 "STANDING"
"713" 5 5 "STANDING"
"714" 5 5 "STANDING"
"715" 5 5 "STANDING"
"716" 5 5 "STANDING"
"717" 5 4 "SITTING"
"718" 5 4 "SITTING"
"719" 5 4 "SITTING"
"720" 5 4 "SITTING"
"721" 5 4 "SITTING"
"722" 5 4 "SITTING"
"723" 5 4 "SITTING"
"724" 5 4 "SITTING"
"725" 5 4 "SITTING"
"726" 5 4 "SITTING"
"727" 5 4 "SITTING"
"728" 5 4 "SITTING"
"729" 5 4 "SITTING"
"730" 5 4 "SITTING"
"731" 5 4 "SITTING"
"732" 5 4 "SITTING"
"733" 5 4 "SITTING"
"734" 5 4 "SITTING"
"735" 5 4 "SITTING"
"736" 5 4 "SITTING"
"737" 5 4 "SITTING"
"738" 5 4 "SITTING"
"739" 5 4 "SITTING"
"740" 5 6 "LAYING"
"741" 5 6 "LAYING"
"742" 5 6 "LAYING"
"743" 5 6 "LAYING"
"744" 5 6 "LAYING"
"745" 5 6 "LAYING"
"746" 5 6 "LAYING"
"747" 5 6 "LAYING"
"748" 5 6 "LAYING"
"749" 5 6 "LAYING"
"750" 5 6 "LAYING"
"751" 5 6 "LAYING"
"752" 5 6 "LAYING"
"753" 5 6 "LAYING"
"754" 5 6 "LAYING"
"755" 5 6 "LAYING"
"756" 5 6 "LAYING"
"757" 5 6 "LAYING"
"758" 5 6 "LAYING"
"759" 5 6 "LAYING"
"760" 5 6 "LAYING"
"761" 5 6 "LAYING"
"762" 5 6 "LAYING"
"763" 5 6 "LAYING"
"764" 5 6 "LAYING"
"765" 5 6 "LAYING"
"766" 5 6 "LAYING"
"767" 5 6 "LAYING"
"768" 5 1 "WALKING"
"769" 5 1 "WALKING"
"770" 5 1 "WALKING"
"771" 5 1 "WALKING"
"772" 5 1 "WALKING"
"773" 5 1 "WALKING"
"774" 5 1 "WALKING"
"775" 5 1 "WALKING"
"776" 5 1 "WALKING"
"777" 5 1 "WALKING"
"778" 5 1 "WALKING"
"779" 5 1 "WALKING"
"780" 5 1 "WALKING"
"781" 5 1 "WALKING"
"782" 5 1 "WALKING"
"783" 5 1 "WALKING"
"784" 5 1 "WALKING"
"785" 5 1 "WALKING"
"786" 5 1 "WALKING"
"787" 5 1 "WALKING"
"788" 5 1 "WALKING"
"789" 5 1 "WALKING"
"790" 5 1 "WALKING"
"791" 5 1 "WALKING"
